frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
13947.42,-9.08,-4.65,-9.08,-4.65,4.65,-4.43,-4.43,-4.43
14086.90,-8.65,-4.22,-8.65,-4.22,4.22,-4.43,-4.43,-4.43
14227.77,-7.93,-3.50,-7.93,-3.50,3.50,-4.43,-4.43,-4.43
14370.04,-7.29,-2.86,-7.29,-2.86,2.86,-4.43,-4.43,-4.43
14513.74,-6.95,-2.52,-6.95,-2.52,2.52,-4.43,-4.43,-4.43
14658.88,-7.02,-2.59,-7.02,-2.59,2.59,-4.43,-4.43,-4.43
14805.47,-7.55,-3.12,-7.55,-3.12,3.12,-4.43,-4.43,-4.43
14953.52,-8.46,-4.03,-8.46,-4.03,4.03,-4.43,-4.43,-4.43
15103.06,-9.40,-4.97,-9.40,-4.97,4.97,-4.43,-4.43,-4.43
15254.09,-10.34,-5.91,-10.34,-5.91,5.91,-4.43,-4.43,-4.43
15406.63,-11.20,-6.77,-11.20,-6.77,6.77,-4.43,-4.43,-4.43
15560.70,-12.03,-7.60,-12.03,-7.60,7.60,-4.43,-4.43,-4.43
15716.30,-12.77,-8.34,-12.77,-8.34,8.34,-4.43,-4.43,-4.43
15873.47,-13.28,-8.85,-13.28,-8.85,8.85,-4.43,-4.43,-4.43
16032.20,-13.62,-9.19,-13.62,-9.19,9.19,-4.43,-4.43,-4.43
16192.52,-13.76,-9.33,-13.76,-9.33,9.33,-4.43,-4.43,-4.43
16354.45,-13.76,-9.33,-13.76,-9.33,9.33,-4.43,-4.43,-4.43
16517.99,-13.73,-9.30,-13.73,-9.30,9.30,-4.43,-4.43,-4.43
16683.17,-13.49,-9.06,-13.49,-9.06,9.06,-4.43,-4.43,-4.43
16850.01,-12.97,-8.54,-12.97,-8.54,8.54,-4.43,-4.43,-4.43
17018.51,-12.17,-7.74,-12.17,-7.74,7.74,-4.43,-4.43,-4.43
17188.69,-11.10,-6.67,-11.10,-6.67,6.67,-4.43,-4.43,-4.43
17360.58,-9.87,-5.44,-9.87,-5.44,5.44,-4.43,-4.43,-4.43
17534.18,-8.68,-4.25,-8.68,-4.25,4.25,-4.43,-4.43,-4.43
17709.53,-7.49,-3.06,-7.49,-3.06,3.06,-4.43,-4.43,-4.43
17886.62,-6.30,-1.87,-6.30,-1.87,1.87,-4.43,-4.43,-4.43
18065.49,-5.07,-0.64,-5.07,-0.64,0.64,-4.43,-4.43,-4.43
18246.14,-3.66,0.77,-3.66,0.77,-0.77,-4.43,-4.43,-4.43
18428.60,-2.63,1.80,-2.63,1.80,-1.80,-4.43,-4.43,-4.43
18612.89,-1.85,2.58,-1.85,2.58,-2.58,-4.43,-4.43,-4.43
18799.02,-1.30,3.13,-1.30,3.13,-3.13,-4.43,-4.43,-4.43
18987.01,-0.98,3.45,-0.98,3.45,-3.45,-4.43,-4.43,-4.43
19176.88,-0.66,3.77,-0.66,3.77,-3.77,-4.43,-4.43,-4.43
19368.65,-0.26,4.17,-0.26,4.17,-4.17,-4.43,-4.43,-4.43
19562.33,0.01,4.44,0.01,4.44,-4.44,-4.43,-4.43,-4.43
19757.96,0.37,4.80,0.37,4.80,-4.80,-4.43,-4.43,-4.43
19955.54,0.70,5.13,0.70,5.13,-5.13,-4.43,-4.43,-4.43
20155.09,1.03,5.46,1.03,5.46,-5.46,-4.43,-4.43,-4.43
20356.64,1.36,5.79,1.36,5.79,-5.79,-4.43,-4.43,-4.43
20560.21,1.69,6.12,1.69,6.12,-6.12,-4.43,-4.43,-4.43
20765.81,2.02,6.45,2.02,6.45,-6.45,-4.43,-4.43,-4.43
20973.47,2.35,6.78,2.35,6.78,-6.78,-4.43,-4.43,-4.43
21183.20,2.68,7.11,2.68,7.11,-7.11,-4.43,-4.43,-4.43
21395.04,3.01,7.44,3.01,7.44,-7.44,-4.43,-4.43,-4.43
21608.99,3.34,7.77,3.34,7.77,-7.77,-4.43,-4.43,-4.43
21825.08,3.67,8.10,3.67,8.10,-8.10,-4.43,-4.43,-4.43
